breed_id,breed_name,breed_image,breed_group,Selling Price,height,min_height_cm,max_height_cm,weight,min_weight_kg,max_weight_kg,adaptability_value,friendliness_value,trainability_value,health_and_grooming_needs_value,physical_needs_value,life_span,monthly_expences,min_monthly_ecxpences,max_monthly_expences,highlights
227,Pitsky,https://www.dogtime.com/assets/uploads/2019/07/pitsky-mixed-dog-breed-pictures-cover.jpg,Mixed Breed Dogs,"LKR 90,000 - LKR 110,000",16 to 25 inches,40.64,63.5,30 to 80 pounds,13.61,36.29,2,5,4,3,5,12 to 16 years,"LKR 14,000 - LKR 19,000","LKR 14,000.00","LKR 19,000.00","Pitskies typically come in white, black, brown, grey, brindle, and every combination and variation of those colors. The Pitsky is a mixed breed dog. They are not purebreds like their American Pit Bull Terrier or Siberian Husky parents. Pitskies usually have short coats, and they're generally considered to be a good choice for allergy sufferers, as their coats tend to shed less than average. There are longercoated Pitskies, too, though they may not be as allergy friendly. Most Pitskies are very loyal to their families and kid friendly. Some may have a natural tendency to be apprehensive or rough with other pets, but early training and socialization can help overcome these tendencies. The Pitsky tends to require a lot of exercise. Most need two hours of activity per day. They make great workout partners and running buddies. No two Pitskies are the same, and they can vary quite a bit in size. It may be difficult to tell how big a puppy will be when they're fully grown."
228,Boykin Spaniel,https://www.dogtime.com/assets/uploads/2011/01/file_23242_boykin-spaniel-300x189.jpg,Sporting Dogs,"LKR 70,000 - LKR 90,000",14 to 18 inches,35.56,45.72,25 to 40 pounds,11.34,18.14,3,4,4,3,5,10 to 12 years,"LKR 13,000 - LKR 18,000","LKR 13,000.00","LKR 18,000.00","Dogs of the Boykin Spanielÿbreedÿare known for their hunting skills, but they make just as good companions to families as to hunters, thanks to their smarts and their friendly confidence. The family should be an active one, however; this dog needs lots of exercise."
229,Beaglier,https://www.purina.co.uk/sites/default/files/styles/nppe_breed_selector_500/public/2021-01/Beaglier-header-res.jpg?itok=QzJD2aOG,Mixed Breed Dogs,"LKR 55,000 - LKR 75,000",12 to 16 inches,30.48,40.64,10 to 20 pounds,4.54,9.07,3,5,3,3,4,10 to 15 years,"LKR 12,000 - LKR 17,000","LKR 12,000.00","LKR 17,000.00","Beagliers are mixed breed dogs. They are not purebreds like their Beagle or Cavalier King Charles Spaniel parents. The main colors of Beagliers are combinations of brown, black, white, and cream. Sometimes their coats are solid, but usually they're a combination of these colors. They typically have short, shiny coats, and they're generally pretty easy to groom. A good brushing per week will probably do. When it comes to other pets, Beagliers can get along with other animals if they are introduced slowly and calmly, and early socialization will help this go smoothly. It's best if they get used to other pets early. Beagliers are prone to weight gain, and they have high energy levels. Make sure your dog gets at least one good halfhour to hourlong walk per day with a few good, active play sessions and shorter walks mixed in. As for training, it may come down to the luck of the draw. Some are easily trainable, while other Beaglier parents report them to be somewhat stubborn. Positive enforcement is the way to go with these pups. Because the Beaglier is a small dog, they can be easily injured by overly excited children. Beagliers prefer to be mostly around adults or older kids who know how to play gently."
230,Bichon Frise,https://www.purina.co.uk/sites/default/files/styles/nppe_breed_selector_500/public/2021-02/BREED%20Hero_0016_bichon_frise.jpg?itok=aY3HlFBj,Companion Dogs,"LKR 50,000 - LKR 70,000",9 to 11 inches,22.86,27.94,7 to 12 pounds,3.18,5.44,4,5,3,2,4,12 to 15 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","The Bichon Frise (pronounced BEE-shawn FREE-say; the plural is Bichons Frises) is a cheerful, smallÿdog breedÿwith a love of mischief and a lot of love to give. With their black eyes and fluffy white coat, the Bichon looks almost like a child?s toy."
231,Great Dane,https://www.dogtime.com/assets/uploads/2011/01/file_22926_great-dane-300x189.jpg,Working Dogs,"LKR 100,000 - LKR 120,000",26 to 34 inches,66.04,86.36,100 to 200 pounds,45.36,90.72,2,5,3,4,5,7 to 10 years,"LKR 15,000 - LKR 20,000","LKR 15,000.00","LKR 20,000.00","Oh, baby! A Great Dane is truly aÿgreatÿdog breed?large and noble, commonly referred to as a gentle giant or as the ?Apollo of dogs.? Apollo is the Greek god of the sun, the brightest fixture in the sky.Great Danes have been around for a long time, and depictions of Dane-like dogs on artifacts date back thousands of years. Although this is a pure breed of dog, you may find them in shelters and rescues, so remember to adopt! Don?t shop if you decide this is the dog for you."
232,Valley Bulldog,https://www.dogtime.com/assets/uploads/2019/09/valley-bulldog-mixed-dog-breed-pictures-cover.jpg,Mixed Breed Dogs,"LKR 60,000 - LKR 80,000",12 to 25 inches,30.48,63.5,50 to 125 pounds,22.68,56.7,3,4,3,4,4,8 to 12 years,"LKR 13,000 - LKR 18,000","LKR 13,000.00","LKR 18,000.00","Valley Bulldogs love kids and are great playmates for active older children. They may be too rambunctious for toddlers, however, and can accidentally knock them down in play. Always supervise play time. The Valley Bulldog is a mixed breed dog. They are not purebreds like their Boxer or English Bulldog parents. They usually have short coats, and they're generally not considered allergy friendly. Luckily, their coats are very easy to groom. The main colors of Valley Bulldogs are; red, tan, brindle, white, and fawn. Rarely solid, their coats typically have a blend of two or more colors."
233,Chipin,https://www.dogtime.com/assets/uploads/2019/07/chipin-mixed-dog-breed-pictures-cover.jpg,Mixed Breed Dogs,"LKR 45,000 - LKR 65,000",8 to 12 inches,20.32,30.48,5 to 15 pounds,2.27,6.8,3,3,3,3,4,10 to 14 years,"LKR 10,000 - LKR 15,000","LKR 10,000.00","LKR 15,000.00","The Chipin is a mixed breed dog. They are not purebreds like theirÿChihuahuaÿor Miniature Pinscher parents. Although Chipins are great apartment dogs, they require companionship and do not do well when they are left alone for long periods of time. Chipinsÿhave short, straight, easytogroom coats, though they are not suited to extreme weather. They may need a doggy jacket in the winter and pet sunscreen in the summer. Some Chipins tend to gain weight when they are overfed. Stick to an appropriate meal schedule and make sure you can provide enough exercise to suit their high energy. The main colors of Chipins are black, chocolate, golden, and cream. They are usually two colors, but can be a mixture of many colors. Chipins can be yappy, though this makes them excellent watchdogs. Chipins prefer to be mostly around adults or older kids who know how to play gently. They can tolerate other pets, especially with early socialization, though they might rather be the only pet in the household."
234,Stabyhoun,https://www.dogtime.com/assets/uploads/2011/01/file_23264_Stabyhoun-dog-breed.jpg,Sporting Dogs,"LKR 80,000 - LKR 100,000",19 to 20 inches,48.26,50.8,45 to 50 pounds,20.41,22.68,3,4,4,3,4,13 to 14 years,"LKR 14,000 - LKR 19,000","LKR 14,000.00","LKR 19,000.00","Affectionate and tolerant, the Stabyhoun huntingÿdog breedÿgets along with people, kids, and other pets. However, like all sporting breeds, they need a great deal of exercise to stay happy and calm. They excel at water retrieving in particular, but also enjoy other canine sports."
235,German Shepherd Pit Bull,https://www.dogtime.com/assets/uploads/2020/02/german-shepherd-pit-bull-mixed-dog-breed-pictures-COVER-650x368.jpg,Mixed Breed Dogs,"LKR 85,000 - LKR 105,000",17 to 26 inches,43.18,66.04,30 to 90 pounds,13.61,40.82,2,5,4,4,5,10 to 12 years,"LKR 14,000 - LKR 19,000","LKR 14,000.00","LKR 19,000.00","German Shepherd Pit Bulls areÿnotÿgood at being alone for long periods of time. When underexercised or ignored, they're likely to express destructive behavior, such as chewing and howling. When welltrained and having had plenty ofÿexposure to kids, a German Shepherd Pit Bull is a great companion for a large family with kids. These dogs have high energy levels. About three hours a day of activity is recommended. The German Shepherd Pit Bull is a mixed breed dog. They are not purebreds like their German Shepherd Dog or American Pit Bull Terrier parents. The main colors of German Shepherd Pit Bulls coats are brown, black, white, grey, tan, and fawn. Almost never solid, their coats are generally a mixture of two or more colors. When properly socialized during puppyhood, German Shepherd Pit Bulls are not aggressive at all.ÿThey are highly intelligent and trainable. Use positive reinforcement and a reward system. This mixed breed is not recommended for people with allergies. They tend to shed quite a bit. German Shepherd Pit Bulls can get along well other dogs, especially if raised with them. Socialization early on is a must for this mixed breed."
236,Korean Jindo Dog,https://www.dogtime.com/assets/uploads/2015/08/jindo-460x271.png,Sporting Dogs,"LKR 85,000 - LKR 105,000",19 to 21 inches,48.26,53.34,35 to 60 pounds,15.88,27.22,3,4,3,3,4,12  15 years,"LKR 14,000 - LKR 19,000","LKR 14,000.00","LKR 19,000.00","There is a legend that three Jindos once managed to take down a Siberian tiger. Needless to say, they make good hunting dogs. They have natural prey instincts and a strong pack mentality. It is hard to overstate the popularity of the Jindo dog in Korea. The breed has been dubbed Korea National Treasure #53 and has its own dedicated research institution, The Korean Jindo Dog Research Institute. As a National Treasure, they are protected under the Cultural Properties Protection Act. These dogs make great apartmentdwellers. They need frequent walks to burn of their high energy, but their natural neatness and desire to be close to people makes them good indoor dogs. (They even groom themselves, like cats!) The Jindo is known for its loyalty and are easy to train because of it. However, these dogs command respect. They can be hardheaded and stubborn to owners who have not earned their respect. Jindos should not frequently be left alone at any age, although they are less likely to be destructive once they are trained. The Jindo are a social breed that will become lonely, bored, and even depressed if lacking contact with their owners. Jindos even look like great watchdogs. They have bright, alert eyes and perked ears, making them appear on guard at all times. They are used by the South Korean military as guard dogs. Early exposure to other pets, strangers, kids, and cats is crucial to the social development of a Jindo. They are instinctually protective and may become aggressive towards strangers and other animals if not socialized properly."
237,Lowchen,https://www.dogtime.com/assets/uploads/2011/01/file_23156_lowchen-460x290.jpg,Companion Dogs,"LKR 70,000 - LKR 90,000",12 to 14 inches,30.48,35.56,9 to 18 pounds,4.08,8.16,3,5,4,3,4,13 to 15 years,"LKR 11,000 - LKR 16,000","LKR 11,000.00","LKR 16,000.00","The Lowchen is a toyÿdog breedÿdeveloped as aÿcompanion dogÿand still finds itself in this role today. Active and smart, they do very well in dog competitions such as obedience and agility, and they surpass the expectations that many have for a family companion."
238,Komondor,https://www.dogtime.com/assets/uploads/2011/01/file_22930_komondor-460x290.jpg,Working Dogs,"LKR 95,000 - LKR 115,000",25 to 27 inches,63.5,68.58,80 to 100 pounds,36.29,45.36,3,3,4,3,3,10 to 12 years,"LKR 15,000 - LKR 20,000","LKR 15,000.00","LKR 20,000.00","Although the Komondor?s appearance might make you think they were developed to mop floors, this pooch has a long and noble heritage as a flock-guardingÿdog breedÿin their native Hungary. They still retain a strong protective instinct and will defend their family and property with their life."
239,Puli,https://www.dogtime.com/assets/uploads/2011/01/file_23196_puli-300x189.jpg,Herding Dogs,"LKR 90,000 - LKR 110,000",16 to 17 inches,40.64,43.18,25 to 35 pounds,11.34,15.88,3,4,4,2,5,10 to 15 years,"LKR 14,000 - LKR 19,000","LKR 14,000.00","LKR 19,000.00","Best known for their long, corded coat resembling dreadlocks, the Puli is a hardworkingÿherding dogÿand family companion. Energetic and lively, this mop-likeÿdog breedÿhailing from Hungary appears much larger than they are due to that distinctive coat."
240,Springador,https://www.dogtime.com/assets/uploads/2019/11/springador-mixed-dog-breed-pictures-cover.jpg,Mixed Breed Dogs,"LKR 70,000 - LKR 90,000",18 to 24 inches,45.72,60.96,50 to 90 pounds,22.68,40.82,3,3,4,3,4,10 to 14 years,"LKR 14,000 - LKR 19,000","LKR 14,000.00","LKR 19,000.00","Springadors are mixed breed dogs. They are not purebreds like their Labrador Retriever and Springer Spaniel parents. The Springador is an energetic and active dog who will require around an hour of exercise every day. Due to the dog's innate intelligence, you'll also want to include games and tasks that stimulate their mind as well as their body. The Springador can work well with kids, although this is a mixed breed that definitely does better with older adults. If you have children and are considering adding a Springador to your family, make sure that both parties are socialized properly right from the start. The main colors that the coat of the Springador comes in are black, brown, and gold. In general, Springadors are fine around other household pets, though they can view smaller animals as prey. Set boundaries and supervise play. When it comes to grooming, you'll need to brush the dog's coat once a weekthis will prevent any matting issues that could require a costly visit to the vet or groomers. In general, the Springador does not shed much. The Springador is definitely not a dog who does well being left alone all day. In fact, if the mixed breed does not receive enough attention and human contact, negative personality traits and behaviors might arise."
